name,mandal,year,age,area,community,edu,electioncat,occupation,party,sex,electedas
Agali Lakshmi Narasimha Reddy,Mudigubba,2006,36.0,Chinnakotla,,,UR,,INC,M,MPTC
M.Arunamma,Mudigubba,2006,21.0,Dorigallu 1,Boya,5th,URW,,INC,F,MPTC President
S.P.Kanthamaiah,Mudigubba,2006,45.0,Dorigallu 2,,8th,URG,,INC,M,MPTC
J.Venkata Naraynamma,Mudigubba,2006,51.0,Dorigallu 3,OC,,URW,,TDP,F,MPTC
Y.Venkata Reddy,Mudigubba,2006,46.0,Jonnalakothapalli,Kapu,BA,UR,,INC,M,MPTC
A.A.Kondapaku Nagamma,Mudigubba,2006,33.0,Kodavandlapalli,Madiga,2nd,SCW,,INC,F,MPTC
K.Venkatesu,Mudigubba,2006,26.0,Kondagattupalli,Golla,BA,BC,,INC,M,MPTC
C.Sivanarayana,Mudigubba,2006,28.0,Malakavemula,Golla,5th,BC,,TDP,M,MPTC
M.Uttamma,Mudigubba,2006,51.0,Mallepalli 2,Yerikala,,STW,,TDP,F,MPTC
I.Ramalakshmi Reddy,Mudigubba,2006,29.0,Mallepalli 1,Kapu,7th,URG,,INC,M,MPTC
S.R.Hasmat Bee,Mudigubba,2006,49.0,Mudigubba 1,Muslim,,URW,,TDP,F,MPTC
G.Lakshmi Narayana,Mudigubba,2006,38.0,Mudigubba 2,Kamma,INter,UR,,TDP,M,MPTC
K.Narayana Swamy,Mudigubba,2006,44.0,Mudigubba 3,Kuruba,,UR,,TDP,M,MPTC
M.Sreeramulu,Mudigubba,2006,35.0,Mukthapuram,Yerikala,,ST,,TDP,M,MPTC
P.Ramachandra Reddy,Mudigubba,2006,28.0,Peddachigullarevu,Kapu,10th,UR,,TDP,M,MPTC
M.Lakshmi,Mudigubba,2006,29.0,Podarallapalli,Kapu,7yh,URW,,INC,F,MPTC
P.Gangappa,Mudigubba,2006,29.0,Sankepalli,Madiga,3th,,,INC,M,MPTC
Somala Kumara Naidu,N.P.Kunta,2006,39.0,Dhaniyan Cheruvu,YEKILA,5TH,URG,AGRICULTURE,INC,M,MPTC
Korru Anjinappa Naidu,N.P.Kunta,2006,49.0,M.K.Dinne,YEKILA,INTER,URG,AGRICULTURE,INC,M,MPTC
Dandu Vijaya Lakshmi,N.P.Kunta,2006,23.0,N.P.Kunta 1,THOGATA,INTER,BCG,AGRICULTURE,TDP,F,MPTC
Avula Pedda Venkata Ramana,N.P.Kunta,2006,50.0,N.P.Kunta 2,YERUKALA,3RD CLASS,STG,AGRICULTURE,TDP,M,MPTC
G.Sujatha,N.P.Kunta,2006,22.0,P.Kothapalli,THOGATA,10TH,URW,AGRICULTURE,TDP,F,MPTC President
S.Mohan Reddy,N.P.Kunta,2006,39.0,Pedaballi,,10TH,URG,AGRICULTURE,TDP,M,MPTC
Punganuru Ramanamma,N.P.Kunta,2006,42.0,T.N.Palli,THOGATA,,URG,AGRICULTURE,INC,F,MPTC
Velichelamala Neelavathi,N.P.Kunta,2006,31.0,Velichelamala,,3RD CLASS,URW,AGRICULTURE,INC,F,MPTC
Gulli Pogula Obulesu,N.P.Kunta,2006,41.0,Yeduru Dona,MADIGA,5TH,SCG,AGRICULTURE,TDP,M,MPTC
B.Venkataramanamma,Nallacheruvu,2006,42.0,Allugundu,BC,,BCW,FARMER,INC,F,MPTC
Talari Siddanna,Nallacheruvu,2006,57.0,K.Pulakunta,BC,,BCG,Agrl,TDP,M,MPTC
P.Ramachandra,Nallacheruvu,2006,39.0,Nallacheruvu 1,,,SCG,Agrl,TDP,M,MPTC
D.Syamalamma,Nallacheruvu,2006,52.0,Nallacheruvu 2,OC,,URG,FARMER,TDP,F,MPTC President
P.Lalithamma,Nallacheruvu,2006,39.0,Oruvai,OC,,URG,Farmer,TDP,F,MPTC
D.Jayaramireddy,Nallacheruvu,2006,37.0,P.Kothapalli,OC,10TH,,FARMER,TDP,M,MPTC
Nagella Ananthamma,Nallacheruvu,2006,44.0,Talamarlavandlapalli,OC,,URG,FARMER,INC,F,MPTC
M.Sarithamma,Nallacheruvu,2006,36.0,Tavalamarri,OC,,URW,FARMER,TDP,F,MPTC
Vijayakumari,Nallacheruvu,2006,23.0,Ubicherla,OC,10TH,URW,FARMER,INC,F,MPTC
C.Parvathi,Nallamada,2006,26.0,Charupalli,,,URW,Cooly,TDP,F,MPTC
Gajulapuri Parvathamma,Nallamada,2006,30.0,Donnikota,,,BCW,Cooly,INC,F,MPTC
B.Narayana,Nallamada,2006,34.0,Gopepalli,,8th,SCG,Cooly,TDP,M,MPTC
S.Sunithamma,Nallamada,2006,27.0,Kurumala,Kapu,10th,,Agrl,INC,F,MPTC
Talamarla Venkataramana,Nallamada,2006,50.0,Nallamada 1,,5th,BCG,Cooly,TDP,M,MPTC
A.Saraswathi,Nallamada,2006,38.0,Nallamada 2,Kapu,5th,,Agrl,INC,F,MPTC
Jayamma Bada,Nallamada,2006,44.0,Patha Bathalapalli,Kapu,5th,,Agrl,INC,F,MPTC
Nallacheruvu Modin Basha,Nallamada,2006,40.0,Pulagampalli,Muslim,10th,,Agrl,INC,M,MPTC
Mude Tulase Naik,Nallamada,2006,51.0,Reddipalli,,5th,STG,Cooly,INC,M,MPTC
B.Saradamma,Nallamada,2006,27.0,Vankarakunta,,9th,URW,Cooly,TDP,F,MPTC
Md.Lalithamma,Nallamada,2006,34.0,Vellamaddi,Kapu,8th,,Agrl.,INC,F,MPTC President
Madamanchi Gangappa,Narpala,2006,57.0,B.Pappur,KAMMA,,URG,,INC,M,MPTC
Yeluvu Chinna Bojjanna,Narpala,2006,49.0,Bandlapalli,GOLLA,7th class,URG,,TDP,M,MPTC
Yekkaluri Ramanjineyulu,Narpala,2006,33.0,Bondala Wada,,SSC,BCG,,TDP,M,MPTC
Kancham Rama Krishna Reddy,Narpala,2006,49.0,Chamalur,KAPU,,URG,Agriculture,INC,M,MPTC
Jammanu Ramudu,Narpala,2006,33.0,Duggumarri,,8th class,SCG,,INC,M,MPTC
Koduru Nagalakshumma,Narpala,2006,34.0,Gaddam Nagepalli,BOYA,,URW,Agriculture,INC,F,MPTC
Yetti Nallappa,Narpala,2006,44.0,Ganganapalli,MADIGA,,SCG,,INC,M,MPTC
Pedda Obaiah Garirajanna,Narpala,2006,30.0,Gugudu,,SSC,BCG,,TDP,M,MPTC
Ankalamma,Narpala,2006,41.0,H.Sodanapalli,KAPU,,URW,,INC,F,MPTC
Meesala Veera Naramma,Narpala,2006,24.0,Kesepalli,MADIGA,2nd class,SC(W),Agriculture,INC,F,MPTC
Gavvala Soubhagya,Narpala,2006,27.0,Narpala 1,GANDLA,SSC,UR(W),,INC,F,MPTC
Talari Katamaiah,Narpala,2006,40.0,Narpala 2,,SSC,BCG,,INC,M,MPTC
Yerri Nagappa,Narpala,2006,54.0,Narpala 3,BOYA,5th class,,,INC,M,MPTC President
Dantani Lakshmidevi,Narpala,2006,29.0,Narpala 4,KURUBA,6th class,BC(W),,INC,F,MPTC
Veluru Raghava Naidu,Narpala,2006,34.0,Venkatampalli,KAMMA,SSC,,Agriculture,TDP,M,MPTC
Kurli Narsi Reddy,O.D.Cheruvu,2006,41.0,Allapalli,Kapu,Intermediate,URG,,INC,M,MPTC
Dhanalakshmamma Boyapati,O.D.Cheruvu,2006,39.0,Chintamanupalli,Kamma,BA,URW,,TDP,F,MPTC
Eddula Sreedhar Reddy,O.D.Cheruvu,2006,41.0,Daburu Varipalli,Kapu,BA,URG,,TDP,M,MPTC President
Lakkineni Rama Naidu,O.D.Cheruvu,2006,34.0,Inagalur,Ekila,SSC,URG,,TDP,M,MPTC
Badisam Ramanjineyulu,O.D.Cheruvu,2006,27.0,Kondakamarla 1,,SSC,SCG,,TDP,M,MPTC
Nagireddigari Raja Reddy,O.D.Cheruvu,2006,39.0,Kondakamarla 2,Kapu,SSC,URG,,TDP,M,MPTC
Mahaboob Basha,O.D.Cheruvu,2006,33.0,O.D.Cheruvu,Muslim,Intermediate,URG,,INC,M,MPTC
Cheruvu Prabhavathamma,O.D.Cheruvu,2006,36.0,Sunnampalli,Kapu,5th,URW,,TDP,F,MPTC
Thippineni Maheswaramma,O.D.Cheruvu,2006,39.0,T.Kuntlapalli,,3rd,URW,,INC,F,MPTC
Kalla Venkatarangaiah,O.D.Cheruvu,2006,24.0,Tangedu Kunta,Boya,5th,BCG,,TDP,M,MPTC
Ganta Umamaheswari,O.D.Cheruvu,2006,25.0,Tippepalli,Uppara,9th,BCW,,TDP,F,MPTC
Pitta Obula Reddy,O.D.Cheruvu,2006,47.0,Venkatapuram,Kapu,SSC,URG,,TDP,M,MPTC
Nakka Narayanamma,Pamidi,2006,39.0,Devarapalli,,5th class,BC(W),,TDP,F,MPTC
G.Obulesu,Pamidi,2006,36.0,Edururu,BOYA,SSC,BCG,,INC,M,MPTC
Neeluru Subba Reddy,Pamidi,2006,46.0,Gajarampalli,KAPU,Intermediate,URG,,INC,M,MPTC
Venkatesu,Pamidi,2006,31.0,Khaderapeta,BOYA,SSC,BCG,,TDP,M,MPTC
Mallamma,Pamidi,2006,44.0,Palem,,,BC(W),,INC,F,MPTC
Mahabunni,Pamidi,2006,40.0,Pamidi 1,,5TH,URW,,TDP,F,MPTC
Nallbotula Sreenivasulu,Pamidi,2006,32.0,Pamidi 2,MADIGA,BA,SCG,,TDP,M,MPTC
Sanjeeva Kumar,Pamidi,2006,35.0,Pamidi 3,BOYA,DIPLOMA,BCG,,TDP,M,MPTC
B.C Mastanayya,Pamidi,2006,41.0,Pamidi 4,MANGALI,SSC,URG,,TDP,M,MPTC President
B.K.Mahammed Raheem,Pamidi,2006,27.0,Pamidi 5,MUSLIM,SSC,URG,,INC,M,MPTC
Mandla Lakshmidevi,Pamidi,2006,24.0,Pamidi 6,,,SCW,,TDP,F,MPTC
Neelam Kantha Reddy,Pamidi,2006,37.0,Ramagiri,KAPU,SSC,URG,,INC,M,MPTC
Savithri,Pamidi,2006,28.0,Vankaraju Kalva,,5th class,URW,,INC,F,MPTC
Deva Kadirappa Satyanarayana,Pamidi,2006,33.0,Yeddulapalli,YERIKALA,,STG,,TDP,M,MPTC
Venkatesulu,Parigi,2006,42.0,Beechiganihalli,,10th,BCG,,TDP,M,MPTC
Lakshmidevamma,Parigi,2006,47.0,Kodigenahalli 1,OC,7th,URW,,INC,F,MPTC
Adiseshareddy,Parigi,2006,41.0,Kodigenahalli 2,OC,,URG,,TDP,M,MPTC
Anjineyulu,Parigi,2006,28.0,Kodigenahalli 3,,7th,BCG,,TDP,M,MPTC
Y.Ravikumar,Parigi,2006,38.0,Moda 1,,,BCG,,TDP,M,MPTC
K.Gangamma,Parigi,2006,34.0,Moda 2,BC,,URG,,TDP,F,MPTC
Gangarathnamma,Parigi,2006,33.0,P.Narasapuram,,,SCW,,TDP,F,MPTC
Narasaiah,Parigi,2006,30.0,Parigi 1,,8th,SCG,,TDP,M,MPTC
Lakshmidevi,Parigi,2006,35.0,Parigi 2,,10TH,BCW,,CPI(M),F,MPTC
Chinna Vanneruppagari Arivappa,Parigi,2006,58.0,Sasanakota,,10th,BCG,,INC,M,MPTC
V.Krishnamurthy,Parigi,2006,43.0,Seegipalli,OC,Degree,URG,,TDP,M,MPTC President
Thimma Reddy,Parigi,2006,30.0,Sirekolam,OC,,URG,,TDP,M,MPTC
Ms.Krishnareddy,Parigi,2006,69.0,Sreerangarajupalli 1,OC,10h,URG,,INC,M,MPTC
Haseena,Parigi,2006,45.0,Sreerangarajupalli 2,,,BCW,,INC,F,MPTC
Koramappagari Kristappa,Parigi,2006,34.0,Utakur,,10th,SCG,,TDP,M,MPTC
Bandi Veera Narayanamma,Peddapappur,2006,42.0,Muchukota,BOYA,5TH,URG,,INC,F,MPTC
Tarimela Ramadevi,Peddapappur,2006,28.0,Pedda Yekkalur,MANGALI,INTER,BCG,AGRICULTURE,INC,M,MPTC
Obolla Maseedu,Peddapappur,2006,,Amalladenne,,,SC(G),,TDP,Male,MPTC
Maduru Sujatha,Peddapappur,2006,,Chinnayekkalur,,,UR(W),,INC,Female,MPTC
Madineni Lakshmi,Peddapappur,2006,,Juturu,,,UR(W),,INC,Female,MPTC
Bandaru Obulamma,Peddapappur,2006,,Narasapuram,,,SC(W),,TDP,Female,MPTC
B.C.Ramakrishna Reddy,Peddapappur,2006,,Pasaluru,,,UR(G),,INC,Male,MPTC
Thammisetti Sailaja,Peddapappur,2006,,Peddapappuru,,,UR(G),,INC,Female,MPTC President
Thodimala Sreenivasulu,Peddapappur,2006,,Somanapalli,,,BC(G),,INC,Male,MPTC
Kukkala Vannuramma,Peddapappur,2006,,Thabjula,,,BC(W),,TDP,Female,MPTC
Chikkem Kameshwaramma,Peddavadugur,2006,24.0,Appecherla,,,OC(W),Cultivation,INC,F,MPTC
K.Sujatha,Peddavadugur,2006,27.0,Chitrachedu,,10th Class,URW,House wife,INC,F,MPTC
Golla Lakshmi Devi,Peddavadugur,2006,39.0,Dimmagudi,,5th class,BC(W),Cultivation,INC,F,MPTC
Jogi Sunkulanna,Peddavadugur,2006,46.0,Gooty Ananthapuram,,5th class,BC(G),Cultivation,INC,M,MPTC
B.Chinna Balanna,Peddavadugur,2006,63.0,Kristipadu,BC,,URG,Cultivation,TDP,M,MPTC
Chinna Pullanna,Peddavadugur,2006,47.0,Lakshumpalli,,,SC(G),Cultivation,INC,M,MPTC
Muli Garuda Sekhar Reddy,Peddavadugur,2006,65.0,Medimakulapalli,OC,7th class,URG,Cultivation,INC,M,MPTC
Sri Shaikshavali (unanimous),Peddavadugur,2006,,Peddavadugur 1,,,,,IND,,MPTC
Venkata Lakshmi,Peddavadugur,2006,35.0,Peddavadugur 2,,,SC(W),Cultivation,INC,F,MPTC
Narayanaswamy,Peddavadugur,2006,21.0,Penakalapadu,,10th Class,BC(G),Cultivation,TDP,M,MPTC
S.Balanna,Peddavadugur,2006,54.0,Ravuludiki,,10th Class,BC(G),Cultivation,INC,M,MPTC
Nirmala,Peddavadugur,2006,31.0,Virupapuram,OC,10th Class,URG,Cultivation,TDP,M,MPTC
E.Suryanarayana Reddy,Penukonda,2006,35.0,Duddebanda,OC,7TH,,,TDP,M,MPTC
M.Ramanjaneyulu,Penukonda,2006,,Guttur,,,,,TDP,,MPTC
Konammagari Narayanaswamy,Penukonda,2006,37.0,Konapuram,OC,Intermediate,,,TDP,M,MPTC
Narasimhappa,Penukonda,2006,44.0,Mavatur,,5TH,BCG,,TDP,M,MPTC
Guttur Chinna Venkataramudu,Penukonda,2006,50.0,Munimadugu,BC,7th,,,TDP,M,MPTC President
S.Saroja Bai,Penukonda,2006,32.0,Nagalur,,5TH,URW,,INC,F,MPTC
C.H.Hujurullakhan,Penukonda,2006,30.0,Penukonda 1,OC,Intermediate,,,TDP,M,MPTC
Jayasankar,Penukonda,2006,38.0,Penukonda 2,,2nd,SCG,,TDP,M,MPTC
Ma. Kutubuddin,Penukonda,2006,52.0,Penukonda 3,OC,SSLC,,,INC,M,MPTC
H.Kishnamurthy,Penukonda,2006,52.0,Penukonda 4,OC,SSLC,,,INC,M,MPTC
K.Lakshmidevi,Penukonda,2006,45.0,Penukonda 5,,7TH,BCW,,INC,F,MPTC
Golla Varalakshmi,Penukonda,2006,31.0,Rampuram,,5th,URW,,TDP,F,MPTC
Sathiri Jothi,Penukonda,2006,36.0,Settipalli,,5TH,URW,,INC,F,MPTC
G.Sreeramulu,Penukonda,2006,30.0,Venkatareddipalli,,Intermediate,BCG,,TDP,,MPTC
P. Bala Rangaiah,Putlur,2006,,Arakatavemula,,,,,TDP,,MPTC
Annadhanam Aruna Kumari,Putlur,2006,27.0,Kadavakallu,SRI-VISHNAVA,SSC,,House wife,INC,F,MPTC President
Goddumarri Kumari,Putlur,2006,34.0,Komatikuntla,BC,5th Class,BC(W),,INC,Female House wife,MPTC
Harinath,Putlur,2006,22.0,Maddipalli,BOYA,SSC fail,,Agriculture,TDP,M,MPTC
Padmavathi,Putlur,2006,24.0,Putlur,BC,5th Class,UR(W),,INC,Female House wife,MPTC
K.A.Narayana Swamy,Putlur,2006,57.0,Rangaraju Kuntla,BOYA,5th class,BC(G),Agriculture,INC,M,MPTC
Gadibavi Pullamma,Putlur,2006,59.0,S.Vengannapalli,KAPU,,UR(W),House wife,INC,F,MPTC
J.Prabhavathi,Putlur,2006,22.0,Sanagala Guduru,SC,SSC,SC(W),,INC,Female House wife,MPTC
S.Gopal Reddy,Putlur,2006,34.0,Surepalli,KAPU,BA,URG,Agriculture,TDP,M,MPTC
Kattumadi Peddanna,Putlur,2006,54.0,Yellutla,SC,4th Class,SC(G),Agrl.,INC,Male,MPTC
Kundla Mallikarjuna,Puttaparthi,2006,40.0,Amagondapalem,BC,BA.BE.d,,,INC,M,MPTC
Talipineni Aswarthamma,Puttaparthi,2006,39.0,Jagarajupalli,,SSC,URG,,TDP,F,MPTC
S.Akrambasha,Puttaparthi,2006,34.0,Nidimamidi,OC,Inter,,,TDP,M,MPTC
Eguvaveedi Bharthamma,Puttaparthi,2006,44.0,Pedapalli 1,OC,10th,,,INC,F,MPTC
V.Lakshmi Bai,Puttaparthi,2006,32.0,Pedapalli 2,,6th,STG,,INC,F,MPTC
Chintamani Parvathi,Puttaparthi,2006,24.0,Puttaparthy 1,,,SCG,,INC,F,MPTC
Jyothi Venkataramanappa,Puttaparthi,2006,65.0,Puttaparthy 2,BC,5th,,,INC,M,MPTC
D.Naganna,Puttaparthi,2006,62.0,Puttaparthy 3,,,BCG,,TDP,M,MPTC
Chimirala Sudhakara,Puttaparthi,2006,41.0,Puttaparthy 4,OC,MA.BE.d,,,TDP,F,MPTC
K.Bhavani,Puttaparthi,2006,37.0,Puttaparthy 5,,,UR(G),,TDP,F,MPTC
Boya Ramulamma,Puttaparthi,2006,31.0,Puttaparthy 6,,,BC(W),,TDP,F,MPTC President
Boya Sankaramma,Puttaparthi,2006,34.0,Puttaparthy 7,,,URW,,TDP,F,MPTC
K.Nagi Reddy,Puttaparthi,2006,34.0,Rachuvaripalli,OC,SSC,,,TDP,M,MPTC
T.Eswara Reddy,Puttaparthi,2006,35.0,Vengalamma Cheuvu,,BA,URG,,INC,M,MPTC
P.Pothulaiah,Ramagiri,2006,38.0,Ganthi Marri,KURUBA,V CLASS,,FARMER,TDP,M,MPTC
B.Rangaiah,Ramagiri,2006,39.0,Kuntimaddi,BOYA,VCLASS,,FARMER,TDP,M,MPTC President
Adinarayana,Ramagiri,2006,33.0,M.C.Palli,GOLLA B.C,IX CLASS,,FARMER,TDP,M,MPTC
Ramalingappa,Ramagiri,2006,29.0,Madapuram,,X CLASS,S.C.(G),FARMER,TDP,M,MPTC
Durgappa,Ramagiri,2006,31.0,Nasanakota,,B.A,B.C (G),FARMER,TDP,M,MPTC
B.Chinna Muthyalappa,Ramagiri,2006,30.0,Peruru 1,BOYA,,B.C (G),FARMER,INC,M,MPTC
B.Akkamma,Ramagiri,2006,39.0,Peruru 2,B.C KURUBA,,B.C(W),FARMER,TDP,F,MPTC
K.Jayamma,Ramagiri,2006,32.0,Polepalli,BOYA B.C,II CLASS,-,FARMER,INC,F,MPTC
Nagaratna,Ramagiri,2006,39.0,Ramagiri,,-,S.C (W),FARMER,TDP,F,MPTC
K.Veera Reddy,Rapthadu,2006,42.0,Bommeparthy,,BA,URG,,INC,M,MPTC President
Shasidhar Reddy,Rapthadu,2006,39.0,Gondi Reddypalli,,SSC,URG,,INC,M,MPTC
C.Adilakshmi,Rapthadu,2006,,Hampapuram,,,UR(G),,INC,Female,MPTC
Y.Swarjya Laxmi,Rapthadu,2006,39.0,M.Bandameedapalli,,7TH,URG,,INC,F,MPTC
K.Ramanjunamma,Rapthadu,2006,34.0,M.Cherlopalli,,5TH,BCW,,INC,F,MPTC
P.Kadirappa,Rapthadu,2006,37.0,Maruru,,MA,BCG,,INC,M,MPTC
R.Peddanna,Rapthadu,2006,59.0,Palacherla,,,SCG,,INC,M,MPTC
Velpula Rajasekhar,Rapthadu,2006,,Prassanepalli,,,BC(G),,INC,Male,MPTC
M.Chennamma,Rapthadu,2006,35.0,Rapthadu,,5TH,URW,,INC,F,MPTC
G.Laxmi Venkateswarmma,Rapthadu,2006,26.0,Yerragunta,,INTERMEDIA,URW,,INC,F,MPTC
Eramma,Rayadurg,2006,49.0,Udegolam,,TE,BCG,AGRICULTUTE,TDP,F,MPTC
Gemenaik,Rayadurg,2006,64.0,Avuladatla,SUGALI,,STG,AGRICULTUTE,INC,M,MPTC
Santhamma,Rayadurg,2006,43.0,Baginayakanahalli,,,SCW,AGRICULTUTE,TDP,F,MPTC
Nagarajareddy,Rayadurg,2006,49.0,Bondanakal,,10TH,URG,AGRICULTUTE,INC,M,MPTC President
K.Lakshmipathi,Rayadurg,2006,51.0,D.Kondapuram,BESTA,6TH,BCG,AGRICULTUTE,INC,M,MPTC
K.Ramadevi,Rayadurg,2006,27.0,Junjurampalli,,10TH,URW,AGRICULTUTE,TDP,F,MPTC
Savitri,Rayadurg,2006,27.0,Kenchanapalli,BOYA,5TH,BCW,AGRICULTUTE,TDP,F,MPTC
B.Marakka,Rayadurg,2006,60.0,Machiri,BOYA,,BCW,AGRICULTUTE,INC,F,MPTC
T.Bablu,Rayadurg,2006,32.0,Nagireddipalli,DUDEKULA,5TH,URG,AGRICULTUTE,INC,M,MPTC
Gangadhara,Rayadurg,2006,40.0,T.Veerapuram,BOYA,2ND,BCG,AGRICULTUTE,INC,M,MPTC
M.Hanumanthudu,Rayadurg,2006,27.0,Vadrahonnur,,INTER,SCG,AGRICULTUTE,TDP,M,MPTC
Nagaraju,Roddam,2006,,Cholemarri,,,BC(G),,INC,Male,MPTC
Venkatesh,Roddam,2006,34.0,Dodagatta,,SSC,SCG,Agrl,TDP,M,MPTC
Annapoornamma,Roddam,2006,37.0,Kalipi,,Intermediate,SCW,,TDP,F,MPTC
K.Suryanarayana,Roddam,2006,33.0,Kambalapalli,Kuruba,,URG,,TDP,Agrl,MPTC
P.Lakshmi,Roddam,2006,41.0,M.Kothapalli,,SSC,URW,,TDP,F,MPTC
R.Seshagiri,Roddam,2006,34.0,Nalluru,OC,,URG,Agrl,INC,M,MPTC
N.Venkatalakshmi,Roddam,2006,,Naranagepalli,,,UR(W),,INC,Female,MPTC
T.Thippanna Late,Roddam,2006,,Peddamanthuru,,,UR(G),,INC,Male,MPTC
Srirama,Roddam,2006,34.0,R.Locharla,Kapu,7th,URG,,INC,F,MPTC
Hanumappa,Roddam,2006,39.0,Roddam 1,,,BCG,Agrl,TDP,M,MPTC
Subbarathnamma,Roddam,2006,51.0,Roddam 2,,7th,URW,,TDP,F,MPTC President
Nagalakshmamma,Roddam,2006,29.0,Roddam 3,,,BCG,,TDP,F,MPTC
P.Ashwartha Reddy,Roddam,2006,33.0,Thurakalapatnam,Kapu,SSC,URG,Agrl,TDP,M,MPTC
M.Mare Gowd,Rolla,2006,49.0,B.G.Halli 1,Vakaliga,B.Com,URG,Cultivation,INC,M,MPTC
Vasuramma,Rolla,2006,44.0,B.G.Halli 2,,,BCW,Cultivation,INC,F,MPTC
Lakshmamma,Rolla,2006,24.0,Dodderi,,,SCW,Agriculture,INC,F,MPTC
G.Kristappa,Rolla,2006,44.0,Gudduguriki,Balija,SSC,URG,Cultivation,TDP,M,MPTC
Rayappa,Rolla,2006,23.0,Kaki,,PUC,BCG,Agriculture,INC,M,MPTC
Jayamma,Rolla,2006,59.0,M.Rayapuram,Vakaliga,5th,URW,Agriculture,TDP,F,MPTC
Lakshminarayana,Rolla,2006,29.0,Rathnagiri,Balija,SSC,URG,Cultivation,INC,M,MPTC
V.Devaraju,Rolla,2006,42.0,Rolla 1,Sadari,B.Com,URG,Cultivation,INC,M,MPTC President
Nagarathnamma,Rolla,2006,,Rolla 2,,,,,INC,,MPTC
Thimmakka,Rolla,2006,37.0,Rolla 3,Vakaliga,,URW,Cultivation,INC,F,MPTC
Golla Nagappa,Settur,2006,42.0,Bachepalli,,,BCG,AGRICULTURE,INC,M,MPTC
Kuruba Anandappa,Settur,2006,44.0,Cherlopalli,,,BCG,AGRICULTURE,INC,M,MPTC
Kodikonda Palegarla Venkatesulu,Settur,2006,37.0,Chinnampalli,AGNIKULA,,URG,AGRICULTURE,TDP,M,MPTC
Maddipatla Prabhakar Reddy,Settur,2006,37.0,Chintarlapalli,KSHATRIYAKAPU,,URG,AGRICULTURE,TDP,M,MPTC
Boya Gangamma,Settur,2006,38.0,Kanukur,BOYA,,URW,AGRICULTURE,CPI,F,MPTC President
Bangaru Gangireddy,Settur,2006,47.0,Lakshmampalli,KAPU,,URG,AGRICULTURE,TDP,M,MPTC
Santhamma,Settur,2006,21.0,Makodiki,,,SCW,AGRICULTURE,INC,F,MPTC
Mala Babu,Settur,2006,39.0,Mulakaledu,,,SCG,AGRICULTURE,TDP,M,MPTC
Matam Sreevani,Settur,2006,27.0,Settur,,,BCW,AGRICULTURE,INC,F,MPTC
Golla Chintakka,Settur,2006,54.0,Thippanapalli,GOLLA,,URW,AGRICULTURE,TDP,F,MPTC
Karanam Erriswami,Settur,2006,36.0,Yatakallu,LINGAYAT,,URG,AGRICULTURE,INC,M,MPTC
Kana Ramachandrareddy,Singanamala,2006,53.0,Akuledu,Kapu,SSC,URG,Cultivation,INC,M,MPTC
Chikkella Subbaiah,Singanamala,2006,44.0,Chakkarayapeta,Kuraba,4th Class,UR(G),Gernalist,TDP,M,MPTC
Kesava Reddy,Singanamala,2006,44.0,Kallumadi,Kapu,SSC,URG,CultivationCultivation,TDP,M,MPTC
Ramachandra,Singanamala,2006,29.0,Peravali,,5th Class,SC(G),Gernalist,INC,M,MPTC
Kummetha Chinna Kesavalu,Singanamala,2006,40.0,Rachepalli,Golla,SSC Fail,BC(G),CultivationCultivation,INC,M,MPTC
Lakshmi Devamma,Singanamala,2006,37.0,Salakamcheruvu,GANDLA,Inter,UR(W),House wife,TDP,F,MPTC President
Pula Prasad,Singanamala,2006,27.0,Singanamala 1,Boya,Inter,BC(G),Gernalist,INC,M,MPTC
Narayanamma,Singanamala,2006,27.0,Singanamala 2,,,SC(W),House wife,TDP,F,MPTC
Pedda Gireppa,Singanamala,2006,39.0,Sodanapalli,,,SC(G),Gernalist,TDP,M,MPTC
T.Vijaya,Singanamala,2006,34.0,Tarimala,Kapu,SSC,UR(W),CultivationHouse wife,TDP,F,MPTC
Bayamma,Singanamala,2006,45.0,Ullikallu,Golla,7th class,BC(W),House wife,INC,F,MPTC
Lakshma Naik,Singanamala,2006,52.0,W.Narasapuram,SUGALI,,ST(G),Cultivation,TDP,M,MPTC
Buchaiagari Sreeramulu,Somandepalli,2006,39.0,Chalakuru,,,BCG,,TDP,M,MPTC
Kuruba Gowri,Somandepalli,2006,22.0,Challapalli,,10TH,URW,,TDP,F,MPTC
E.Venkatesulu,Somandepalli,2006,27.0,Kethagani Cheruvu,,7TH,SCG,,TDP,M,MPTC President
Rangepalli Venkataramanappa,Somandepalli,2006,42.0,Magecheruvu,,10TH,URG,,TDP,M,MPTC
Kuruba Sidda Lingappa,Somandepalli,2006,39.0,Mandli,,10TH,URG,,TDP,M,MPTC
Chinna Thata Gari Gangappa,Somandepalli,2006,50.0,Naginayanai Cheruvu,,,BCG,,TDP,M,MPTC
A.Anitha,Somandepalli,2006,22.0,Pandiparthy,,5TH,SCW,,TDP,F,MPTC
G.C.Ratnamma,Somandepalli,2006,34.0,Somandepalli 1,,5TH,BCW,,TDP,F,MPTC
V.Rama Devi,Somandepalli,2006,25.0,Somandepalli 2,,SSC,URW,,TDP,F,MPTC
Thumukunta Venkatramudu,Somandepalli,2006,55.0,Somandepalli 3,,,BCG,,TDP,M,MPTC
Muddalapuram Sanjeeca Reddy,Somandepalli,2006,49.0,Thungodu,,,URG,,TDP,M,MPTC
